en,fr,es,it
":[align=center]:""Dans un combat, il suffit que l'un de mes \c[2]Pokemon\c[0] apparaisse une fois pour qu'il puisse gagner de l'expérience à la fin du combat. \nlCela peut être un bon moyen de monter mes \c[2]Pokemon\c[0] les plus faibles ! \nlPar exemple, en me promenant avec mon \c[2]Pokemon\c[0] faible, je peux le retirer dès le premier tour.""",":[align=center]:""Dans un combat, il suffit que l'un de mes \c[2]Pokemon\c[0] apparaisse une fois pour qu'il puisse gagner de l'expérience à la fin du combat. \nlCela peut être un bon moyen de monter mes \c[2]Pokemon\c[0] les plus faibles ! \nlPar exemple, en me promenant avec mon \c[2]Pokemon\c[0] faible, je peux le retirer dès le premier tour.""",":[align=center]:""Dans un combat, il suffit que l'un de mes \c[2]Pokemon\c[0] apparaisse une fois pour qu'il puisse gagner de l'expérience à la fin du combat. \nlCela peut être un bon moyen de monter mes \c[2]Pokemon\c[0] les plus faibles ! \nlPar exemple, en me promenant avec mon \c[2]Pokemon\c[0] faible, je peux le retirer dès le premier tour.""",":[align=center]:""Dans un combat, il suffit que l'un de mes \c[2]Pokemon\c[0] apparaisse une fois pour qu'il puisse gagner de l'expérience à la fin du combat. \nlCela peut être un bon moyen de monter mes \c[2]Pokemon\c[0] les plus faibles ! \nlPar exemple, en me promenant avec mon \c[2]Pokemon\c[0] faible, je peux le retirer dès le premier tour."""
:[align=center]:\s[i]Cette partie d'étagère est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette partie d'étagère est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette partie d'étagère est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette partie d'étagère est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
"Tout plein de livres sur les \c[2]Pokemon légendaires\c[0] !\nlApparemment, pas mal de personnes ont réussi à en voir rien qu'en lisant ces livres.","Tout plein de livres sur les \c[2]Pokemon légendaires\c[0] !\nlApparemment, pas mal de personnes ont réussi à en voir rien qu'en lisant ces livres.","Tout plein de livres sur les \c[2]Pokemon légendaires\c[0] !\nlApparemment, pas mal de personnes ont réussi à en voir rien qu'en lisant ces livres.","Tout plein de livres sur les \c[2]Pokemon légendaires\c[0] !\nlApparemment, pas mal de personnes ont réussi à en voir rien qu'en lisant ces livres."
:[align=center]:\s[i]C'est le squelette d'un Mr. Mime. \nlCela ressemble drôlement à un squelette humain !\s[r],:[align=center]:\s[i]C'est le squelette d'un Mr. Mime. \nlCela ressemble drôlement à un squelette humain !\s[r],:[align=center]:\s[i]C'est le squelette d'un Mr. Mime. \nlCela ressemble drôlement à un squelette humain !\s[r],:[align=center]:\s[i]C'est le squelette d'un Mr. Mime. \nlCela ressemble drôlement à un squelette humain !\s[r]
:[align=center]:\s[i]Il est [HEURE]\s[r],:[align=center]:\s[i]Il est [HEURE]\s[r],:[align=center]:\s[i]Il est [HEURE]\s[r],:[align=center]:\s[i]Il est [HEURE]\s[r]
\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r],\s[i]Voulez-vous lire un de ces livres portant sur les \c[2]Pokemon légendaires fabuleux\c[0] ?\s[r]
Mew,Mew,Mew,Mew
Celebi,Celebi,Celebi,Celebi
Jirachi,Jirachi,Jirachi,Jirachi
Non.,Non.,Non.,Non.
"\c[2]Mew\c[0] est connu comme le Pokémon Originel, source de toute vie et gardien du savoir ancestral.\nlOn dit que son ADN renferme l’essence de chaque \nlPokémon existant, comme si le monde entier reposait en lui.\nlRarement aperçu, il préfère demeurer invisible, observant les vivants depuis des lieux oubliés du temps.\nlCertains érudits prétendent qu’il apparaît seulement devant \nlceux qui ont atteint la compréhension parfaite du monde Pokémon, une harmonie que peu peuvent revendiquer.","\c[2]Mew\c[0] est connu comme le Pokémon Originel, source de toute vie et gardien du savoir ancestral.\nlOn dit que son ADN renferme l’essence de chaque \nlPokémon existant, comme si le monde entier reposait en lui.\nlRarement aperçu, il préfère demeurer invisible, observant les vivants depuis des lieux oubliés du temps.\nlCertains érudits prétendent qu’il apparaît seulement devant \nlceux qui ont atteint la compréhension parfaite du monde Pokémon, une harmonie que peu peuvent revendiquer.","\c[2]Mew\c[0] est connu comme le Pokémon Originel, source de toute vie et gardien du savoir ancestral.\nlOn dit que son ADN renferme l’essence de chaque \nlPokémon existant, comme si le monde entier reposait en lui.\nlRarement aperçu, il préfère demeurer invisible, observant les vivants depuis des lieux oubliés du temps.\nlCertains érudits prétendent qu’il apparaît seulement devant \nlceux qui ont atteint la compréhension parfaite du monde Pokémon, une harmonie que peu peuvent revendiquer.","\c[2]Mew\c[0] est connu comme le Pokémon Originel, source de toute vie et gardien du savoir ancestral.\nlOn dit que son ADN renferme l’essence de chaque \nlPokémon existant, comme si le monde entier reposait en lui.\nlRarement aperçu, il préfère demeurer invisible, observant les vivants depuis des lieux oubliés du temps.\nlCertains érudits prétendent qu’il apparaît seulement devant \nlceux qui ont atteint la compréhension parfaite du monde Pokémon, une harmonie que peu peuvent revendiquer."
"Sa présence se manifeste par une lumière rosée et une sensation de paix profonde, signe qu’il reconnaît en l’observateur un esprit digne de la connaissance \nlabsolue.\nlOn raconte qu’il dort dans un sanctuaire secret, caché à la vue de tous, et que seules les âmes ayant exploré chaque recoin du monde peuvent éveiller \nlson attention.\nlCar pour rencontrer le commencement, il faut d’abord avoir embrassé la totalité de ce qui en est né.","Sa présence se manifeste par une lumière rosée et une sensation de paix profonde, signe qu’il reconnaît en l’observateur un esprit digne de la connaissance \nlabsolue.\nlOn raconte qu’il dort dans un sanctuaire secret, caché à la vue de tous, et que seules les âmes ayant exploré chaque recoin du monde peuvent éveiller \nlson attention.\nlCar pour rencontrer le commencement, il faut d’abord avoir embrassé la totalité de ce qui en est né.","Sa présence se manifeste par une lumière rosée et une sensation de paix profonde, signe qu’il reconnaît en l’observateur un esprit digne de la connaissance \nlabsolue.\nlOn raconte qu’il dort dans un sanctuaire secret, caché à la vue de tous, et que seules les âmes ayant exploré chaque recoin du monde peuvent éveiller \nlson attention.\nlCar pour rencontrer le commencement, il faut d’abord avoir embrassé la totalité de ce qui en est né.","Sa présence se manifeste par une lumière rosée et une sensation de paix profonde, signe qu’il reconnaît en l’observateur un esprit digne de la connaissance \nlabsolue.\nlOn raconte qu’il dort dans un sanctuaire secret, caché à la vue de tous, et que seules les âmes ayant exploré chaque recoin du monde peuvent éveiller \nlson attention.\nlCar pour rencontrer le commencement, il faut d’abord avoir embrassé la totalité de ce qui en est né."
"\c[2]Celebi\c[0], l’Esprit du Temps, est le gardien des forêts anciennes et le messager de la nature.\nlLà où il passe, la vie renaît, les fleurs éclosent et les arbres \nlmurmurent les souvenirs du passé\nlOn raconte qu’il voyage librement à travers les âges, apparaissant uniquement dans les lieux où la nature et la mémoire du monde demeurent pures.\nlChaque \nlbattement de ses ailes résonne comme un écho venu d’un autre temps..","\c[2]Celebi\c[0], l’Esprit du Temps, est le gardien des forêts anciennes et le messager de la nature.\nlLà où il passe, la vie renaît, les fleurs éclosent et les arbres \nlmurmurent les souvenirs du passé\nlOn raconte qu’il voyage librement à travers les âges, apparaissant uniquement dans les lieux où la nature et la mémoire du monde demeurent pures.\nlChaque \nlbattement de ses ailes résonne comme un écho venu d’un autre temps..","\c[2]Celebi\c[0], l’Esprit du Temps, est le gardien des forêts anciennes et le messager de la nature.\nlLà où il passe, la vie renaît, les fleurs éclosent et les arbres \nlmurmurent les souvenirs du passé\nlOn raconte qu’il voyage librement à travers les âges, apparaissant uniquement dans les lieux où la nature et la mémoire du monde demeurent pures.\nlChaque \nlbattement de ses ailes résonne comme un écho venu d’un autre temps..","\c[2]Celebi\c[0], l’Esprit du Temps, est le gardien des forêts anciennes et le messager de la nature.\nlLà où il passe, la vie renaît, les fleurs éclosent et les arbres \nlmurmurent les souvenirs du passé\nlOn raconte qu’il voyage librement à travers les âges, apparaissant uniquement dans les lieux où la nature et la mémoire du monde demeurent pures.\nlChaque \nlbattement de ses ailes résonne comme un écho venu d’un autre temps.."
"Certains anciens textes parlent d’un hôtel oublié, enfoui au cœur d’une forêt enchantée, où les voyageurs en paix avec eux-mêmes peuvent entrevoir sa lumière \nlémeraude.\nlUne légende dit qu’il répond à l’appel de ceux qui offrent une prière sincère, guidée par une sphère d’or et d’argent, forgée à partir d’une plume de \c\nl[2]Ho-Oh\c[0] et d’une aile de \c[2]Lugia\c[0].","Certains anciens textes parlent d’un hôtel oublié, enfoui au cœur d’une forêt enchantée, où les voyageurs en paix avec eux-mêmes peuvent entrevoir sa lumière \nlémeraude.\nlUne légende dit qu’il répond à l’appel de ceux qui offrent une prière sincère, guidée par une sphère d’or et d’argent, forgée à partir d’une plume de \c\nl[2]Ho-Oh\c[0] et d’une aile de \c[2]Lugia\c[0].","Certains anciens textes parlent d’un hôtel oublié, enfoui au cœur d’une forêt enchantée, où les voyageurs en paix avec eux-mêmes peuvent entrevoir sa lumière \nlémeraude.\nlUne légende dit qu’il répond à l’appel de ceux qui offrent une prière sincère, guidée par une sphère d’or et d’argent, forgée à partir d’une plume de \c\nl[2]Ho-Oh\c[0] et d’une aile de \c[2]Lugia\c[0].","Certains anciens textes parlent d’un hôtel oublié, enfoui au cœur d’une forêt enchantée, où les voyageurs en paix avec eux-mêmes peuvent entrevoir sa lumière \nlémeraude.\nlUne légende dit qu’il répond à l’appel de ceux qui offrent une prière sincère, guidée par une sphère d’or et d’argent, forgée à partir d’une plume de \c\nl[2]Ho-Oh\c[0] et d’une aile de \c[2]Lugia\c[0]."
"Cette relique, connue sous le nom de GS Ball, symbolise l’union entre le ciel et la mer, la vie et le souvenir.\nlOn dit qu’à l’instant où la prière est exaucée, le vent se fige, le temps se replie sur lui-même… et dans un éclat de lumière verte, \c[2]Celebi\c[0] apparaît, témoin du \nlpassé et gardien de l’avenir.","Cette relique, connue sous le nom de GS Ball, symbolise l’union entre le ciel et la mer, la vie et le souvenir.\nlOn dit qu’à l’instant où la prière est exaucée, le vent se fige, le temps se replie sur lui-même… et dans un éclat de lumière verte, \c[2]Celebi\c[0] apparaît, témoin du \nlpassé et gardien de l’avenir.","Cette relique, connue sous le nom de GS Ball, symbolise l’union entre le ciel et la mer, la vie et le souvenir.\nlOn dit qu’à l’instant où la prière est exaucée, le vent se fige, le temps se replie sur lui-même… et dans un éclat de lumière verte, \c[2]Celebi\c[0] apparaît, témoin du \nlpassé et gardien de l’avenir.","Cette relique, connue sous le nom de GS Ball, symbolise l’union entre le ciel et la mer, la vie et le souvenir.\nlOn dit qu’à l’instant où la prière est exaucée, le vent se fige, le temps se replie sur lui-même… et dans un éclat de lumière verte, \c[2]Celebi\c[0] apparaît, témoin du \nlpassé et gardien de l’avenir."
"\c[2]Jirachi\c[0], connu comme le Pokémon des Vœux, est un être céleste endormi depuis la nuit des temps.\nlOn dit qu’il s’éveille seulement lorsque la lumière d’une \nlcomète caresse la terre, répondant aux souhaits les plus purs de ceux qui croient encore aux miracles.\nlPendant son court réveil, il écoute les cœurs sincères et \nlpeut exaucer les désirs enfouis, avant de se rendormir pour mille années.\nlSa présence apporte une paix étrange, comme si le temps lui-même retenait son souffle \nlpour ne pas troubler son sommeil.","\c[2]Jirachi\c[0], connu comme le Pokémon des Vœux, est un être céleste endormi depuis la nuit des temps.\nlOn dit qu’il s’éveille seulement lorsque la lumière d’une \nlcomète caresse la terre, répondant aux souhaits les plus purs de ceux qui croient encore aux miracles.\nlPendant son court réveil, il écoute les cœurs sincères et \nlpeut exaucer les désirs enfouis, avant de se rendormir pour mille années.\nlSa présence apporte une paix étrange, comme si le temps lui-même retenait son souffle \nlpour ne pas troubler son sommeil.","\c[2]Jirachi\c[0], connu comme le Pokémon des Vœux, est un être céleste endormi depuis la nuit des temps.\nlOn dit qu’il s’éveille seulement lorsque la lumière d’une \nlcomète caresse la terre, répondant aux souhaits les plus purs de ceux qui croient encore aux miracles.\nlPendant son court réveil, il écoute les cœurs sincères et \nlpeut exaucer les désirs enfouis, avant de se rendormir pour mille années.\nlSa présence apporte une paix étrange, comme si le temps lui-même retenait son souffle \nlpour ne pas troubler son sommeil.","\c[2]Jirachi\c[0], connu comme le Pokémon des Vœux, est un être céleste endormi depuis la nuit des temps.\nlOn dit qu’il s’éveille seulement lorsque la lumière d’une \nlcomète caresse la terre, répondant aux souhaits les plus purs de ceux qui croient encore aux miracles.\nlPendant son court réveil, il écoute les cœurs sincères et \nlpeut exaucer les désirs enfouis, avant de se rendormir pour mille années.\nlSa présence apporte une paix étrange, comme si le temps lui-même retenait son souffle \nlpour ne pas troubler son sommeil."
"Des récits anciens évoquent un sanctuaire stellaire, perdu dans les hauteurs où le ciel semble toucher la terre.\nlC’est là qu’une pluie d’étoiles serait tombée autrefois, marquant le lieu de son repos.\nlOn raconte qu’une mélodie douce, jouée sous un ciel d’étoiles filantes, pourrait éveiller son esprit et attirer sa lumière dorée.\nlMais ceux quiherchent \c[2]Jirachi\c[0] doivent se souvenir : un vœu sincère ne se prononce qu’une fois, et son pouvoir n’appartient qu’à ceux dont le cœur n’a \nljamais \nlconnu la corruption.","Des récits anciens évoquent un sanctuaire stellaire, perdu dans les hauteurs où le ciel semble toucher la terre.\nlC’est là qu’une pluie d’étoiles serait tombée autrefois, marquant le lieu de son repos.\nlOn raconte qu’une mélodie douce, jouée sous un ciel d’étoiles filantes, pourrait éveiller son esprit et attirer sa lumière dorée.\nlMais ceux quiherchent \c[2]Jirachi\c[0] doivent se souvenir : un vœu sincère ne se prononce qu’une fois, et son pouvoir n’appartient qu’à ceux dont le cœur n’a \nljamais \nlconnu la corruption.","Des récits anciens évoquent un sanctuaire stellaire, perdu dans les hauteurs où le ciel semble toucher la terre.\nlC’est là qu’une pluie d’étoiles serait tombée autrefois, marquant le lieu de son repos.\nlOn raconte qu’une mélodie douce, jouée sous un ciel d’étoiles filantes, pourrait éveiller son esprit et attirer sa lumière dorée.\nlMais ceux quiherchent \c[2]Jirachi\c[0] doivent se souvenir : un vœu sincère ne se prononce qu’une fois, et son pouvoir n’appartient qu’à ceux dont le cœur n’a \nljamais \nlconnu la corruption.","Des récits anciens évoquent un sanctuaire stellaire, perdu dans les hauteurs où le ciel semble toucher la terre.\nlC’est là qu’une pluie d’étoiles serait tombée autrefois, marquant le lieu de son repos.\nlOn raconte qu’une mélodie douce, jouée sous un ciel d’étoiles filantes, pourrait éveiller son esprit et attirer sa lumière dorée.\nlMais ceux quiherchent \c[2]Jirachi\c[0] doivent se souvenir : un vœu sincère ne se prononce qu’une fois, et son pouvoir n’appartient qu’à ceux dont le cœur n’a \nljamais \nlconnu la corruption."
